# Source Data for Fig. 5, Quantum-Resistant Quantum Teleportation
# m=30, s=2, a=0.3, b=2.7, ||b1||=10, d_i=2, T_coh=20 s
# maximum at t* = 16.40 s with P_joint = 0.6450 (printed on the figure as 16 s and 0.645)
time_s,P_LWE,P_SWAP,P_joint
52.900000,0.9936680026,0.5355026769,0.5321118753
52.950000,0.9936833569,0.5354140310,0.5320320117
53.000000,0.9936986607,0.5353256065,0.5319523383
53.050000,0.9937139143,0.5352374028,0.5318728546
53.100000,0.9937291177,0.5351494193,0.5317935603
53.150000,0.9937442713,0.5350616555,0.5317144550
53.200000,0.9937593753,0.5349741109,0.5316355382
53.250000,0.9937744298,0.5348867848,0.5315568096
53.300000,0.9937894350,0.5347996768,0.5314782686
53.350000,0.9938043912,0.5347127862,0.5313999150
53.400000,0.9938192986,0.5346261127,0.5313217483
53.450000,0.9938341573,0.5345396555,0.5312437680
53.500000,0.9938489675,0.5344534142,0.5311659739
53.550000,0.9938637296,0.5343673882,0.5310883654
53.600000,0.9938784436,0.5342815771,0.5310109422
53.650000,0.9938931097,0.5341959802,0.5309337039
53.700000,0.9939077282,0.5341105970,0.5308566501
53.750000,0.9939222992,0.5340254270,0.5307797802
53.800000,0.9939368230,0.5339404697,0.5307030941
53.850000,0.9939512997,0.5338557245,0.5306265912
53.900000,0.9939657295,0.5337711909,0.5305502711
53.950000,0.9939801126,0.5336868684,0.5304741335
54.000000,0.9939944493,0.5336027564,0.5303981780
54.050000,0.9940087396,0.5335188544,0.5303224040
54.100000,0.9940229839,0.5334351619,0.5302468114
54.150000,0.9940371822,0.5333516784,0.5301713995
54.200000,0.9940513347,0.5332684034,0.5300961681
54.250000,0.9940654417,0.5331853362,0.5300211168
54.300000,0.9940795034,0.5331024765,0.5299462451
54.350000,0.9940935198,0.5330198237,0.5298715527
54.400000,0.9941074913,0.5329373772,0.5297970391
54.450000,0.9941214179,0.5328551366,0.5297227040
54.500000,0.9941352999,0.5327731014,0.5296485469
54.550000,0.9941491375,0.5326912709,0.5295745675
54.600000,0.9941629308,0.5326096448,0.5295007655
54.650000,0.9941766799,0.5325282225,0.5294271403
54.700000,0.9941903852,0.5324470036,0.5293536915
54.750000,0.9942040467,0.5323659874,0.5292804189
54.800000,0.9942176646,0.5322851734,0.5292073221
54.850000,0.9942312392,0.5322045613,0.5291344005
54.900000,0.9942447705,0.5321241505,0.5290616539
54.950000,0.9942582588,0.5320439404,0.5289890818
55.000000,0.9942717042,0.5319639306,0.5289166838
55.050000,0.9942851069,0.5318841206,0.5288444597
55.100000,0.9942984671,0.5318045098,0.5287724089
55.150000,0.9943117849,0.5317250979,0.5287005311
55.200000,0.9943250606,0.5316458842,0.5286288260
55.250000,0.9943382942,0.5315668683,0.5285572931
55.300000,0.9943514860,0.5314880497,0.5284859320
55.350000,0.9943646360,0.5314094279,0.5284147423
55.400000,0.9943777446,0.5313310024,0.5283437238
55.450000,0.9943908118,0.5312527727,0.5282728759
55.500000,0.9944038379,0.5311747383,0.5282021984
55.550000,0.9944168229,0.5310968988,0.5281316908
55.600000,0.9944297670,0.5310192537,0.5280613527
55.650000,0.9944426705,0.5309418024,0.5279911838
55.700000,0.9944555334,0.5308645445,0.5279211838
55.750000,0.9944683559,0.5307874795,0.5278513521
55.800000,0.9944811382,0.5307106070,0.5277816885
55.850000,0.9944938805,0.5306339263,0.5277121925
55.900000,0.9945065828,0.5305574372,0.5276428638
55.950000,0.9945192454,0.5304811390,0.5275737021
56.000000,0.9945318685,0.5304050313,0.5275047068
56.050000,0.9945444521,0.5303291137,0.5274358778
56.100000,0.9945569964,0.5302533856,0.5273672145
56.150000,0.9945695016,0.5301778466,0.5272987166
56.200000,0.9945819679,0.5301024962,0.5272303838
56.250000,0.9945943953,0.5300273339,0.5271622157
56.300000,0.9946067841,0.5299523594,0.5270942119
56.350000,0.9946191343,0.5298775720,0.5270263720
56.400000,0.9946314463,0.5298029714,0.5269586956
56.450000,0.9946437200,0.5297285570,0.5268911825
56.500000,0.9946559556,0.5296543284,0.5268238322
56.550000,0.9946681534,0.5295802852,0.5267566443
56.600000,0.9946803134,0.5295064268,0.5266896186
56.650000,0.9946924358,0.5294327529,0.5266227545
56.700000,0.9947045207,0.5293592629,0.5265560519
56.750000,0.9947165683,0.5292859564,0.5264895102
56.800000,0.9947285787,0.5292128330,0.5264231292
56.850000,0.9947405521,0.5291398921,0.5263569084
56.900000,0.9947524886,0.5290671334,0.5262908476
56.950000,0.9947643884,0.5289945563,0.5262249462
57.000000,0.9947762516,0.5289221604,0.5261592041
57.050000,0.9947880783,0.5288499453,0.5260936208
57.100000,0.9947998687,0.5287779106,0.5260281960
57.150000,0.9948116229,0.5287060556,0.5259629293
57.200000,0.9948233411,0.5286343801,0.5258978203
57.250000,0.9948350234,0.5285628836,0.5258328687
57.300000,0.9948466700,0.5284915656,0.5257680741
57.350000,0.9948582809,0.5284204256,0.5257034362
57.400000,0.9948698564,0.5283494633,0.5256389546
57.450000,0.9948813965,0.5282786781,0.5255746290
57.500000,0.9948929014,0.5282080698,0.5255104590
57.550000,0.9949043712,0.5281376377,0.5254464443
57.600000,0.9949158061,0.5280673814,0.5253825845
57.650000,0.9949272062,0.5279973006,0.5253188792
57.700000,0.9949385716,0.5279273948,0.5252553281
57.750000,0.9949499025,0.5278576635,0.5251919308
57.800000,0.9949611990,0.5277881063,0.5251286871
57.850000,0.9949724612,0.5277187228,0.5250655965
57.900000,0.9949836893,0.5276495125,0.5250026587
57.950000,0.9949948834,0.5275804751,0.5249398733
58.000000,0.9950060436,0.5275116100,0.5248772400
58.050000,0.9950171700,0.5274429169,0.5248147585
58.100000,0.9950282628,0.5273743953,0.5247524284
58.150000,0.9950393222,0.5273060448,0.5246902494
58.200000,0.9950503481,0.5272378649,0.5246282211
58.250000,0.9950613409,0.5271698553,0.5245663431
58.300000,0.9950723005,0.5271020155,0.5245046152
58.350000,0.9950832271,0.5270343451,0.5244430369
58.400000,0.9950941209,0.5269668437,0.5243816080
58.450000,0.9951049819,0.5268995107,0.5243203281
58.500000,0.9951158104,0.5268323460,0.5242591969
58.550000,0.9951266063,0.5267653489,0.5241982139
58.600000,0.9951373699,0.5266985191,0.5241373790
58.650000,0.9951481012,0.5266318561,0.5240766917
58.700000,0.9951588004,0.5265653597,0.5240161517
58.750000,0.9951694676,0.5264990292,0.5239557586
58.800000,0.9951801030,0.5264328644,0.5238955122
58.850000,0.9951907065,0.5263668647,0.5238354120
58.900000,0.9952012785,0.5263010299,0.5237754578
58.950000,0.9952118189,0.5262353595,0.5237156492
59.000000,0.9952223279,0.5261698530,0.5236559860
59.050000,0.9952328056,0.5261045101,0.5235964676
59.100000,0.9952432522,0.5260393303,0.5235370939
59.150000,0.9952536677,0.5259743133,0.5234778644
59.200000,0.9952640523,0.5259094586,0.5234187789
59.250000,0.9952744061,0.5258447658,0.5233598370
59.300000,0.9952847292,0.5257802346,0.5233010384
59.350000,0.9952950217,0.5257158645,0.5232423828
59.400000,0.9953052837,0.5256516552,0.5231838698
59.450000,0.9953155154,0.5255876061,0.5231254991
59.500000,0.9953257168,0.5255237170,0.5230672703
59.550000,0.9953358881,0.5254599874,0.5230091832
59.600000,0.9953460294,0.5253964169,0.5229512374
59.650000,0.9953561407,0.5253330052,0.5228934326
59.700000,0.9953662223,0.5252697518,0.5228357685
59.750000,0.9953762742,0.5252066563,0.5227782447
59.800000,0.9953862965,0.5251437184,0.5227208609
59.850000,0.9953962893,0.5250809376,0.5226636169
59.900000,0.9954062528,0.5250183135,0.5226065122
59.950000,0.9954161871,0.5249558459,0.5225495465
60.000000,0.9954260922,0.5248935342,0.5224927195
60.050000,0.9954359683,0.5248313781,0.5224360310
60.100000,0.9954458154,0.5247693772,0.5223794806
60.150000,0.9954556338,0.5247075311,0.5223230679
60.200000,0.9954654234,0.5246458394,0.5222667926
60.250000,0.9954751844,0.5245843017,0.5222106545
60.300000,0.9954849170,0.5245229177,0.5221546532
60.350000,0.9954946211,0.5244616870,0.5220987884
60.400000,0.9955042969,0.5244006092,0.5220430598
60.450000,0.9955139446,0.5243396838,0.5219874670
60.500000,0.9955235642,0.5242789106,0.5219320097
60.550000,0.9955331558,0.5242182892,0.5218766877
60.600000,0.9955427195,0.5241578191,0.5218215007
60.650000,0.9955522555,0.5240974999,0.5217664482
60.700000,0.9955617638,0.5240373314,0.5217115300
60.750000,0.9955712445,0.5239773132,0.5216567458
60.800000,0.9955806978,0.5239174447,0.5216020952
60.850000,0.9955901237,0.5238577258,0.5215475780
60.900000,0.9955995223,0.5237981560,0.5214931939
60.950000,0.9956088937,0.5237387349,0.5214389425
61.000000,0.9956182381,0.5236794622,0.5213848235
61.050000,0.9956275555,0.5236203375,0.5213308366
61.100000,0.9956368461,0.5235613604,0.5212769816
61.150000,0.9956461098,0.5235025306,0.5212232580
61.200000,0.9956553469,0.5234438476,0.5211696657
61.250000,0.9956645574,0.5233853112,0.5211162042
61.300000,0.9956737414,0.5233269209,0.5210628734
61.350000,0.9956828991,0.5232686765,0.5210096728
61.400000,0.9956920304,0.5232105774,0.5209566022
61.450000,0.9957011356,0.5231526235,0.5209036612
61.500000,0.9957102146,0.5230948142,0.5208508497
61.550000,0.9957192676,0.5230371493,0.5207981672
61.600000,0.9957282948,0.5229796283,0.5207456135
61.650000,0.9957372961,0.5229222510,0.5206931883
61.700000,0.9957462717,0.5228650170,0.5206408912
61.750000,0.9957552216,0.5228079258,0.5205887220
61.800000,0.9957641460,0.5227509772,0.5205366804
61.850000,0.9957730450,0.5226941708,0.5204847660
61.900000,0.9957819186,0.5226375062,0.5204329787
61.950000,0.9957907669,0.5225809831,0.5203813180
62.000000,0.9957995901,0.5225246012,0.5203297837
62.050000,0.9958083881,0.5224683600,0.5202783754
62.100000,0.9958171612,0.5224122593,0.5202270930
62.150000,0.9958259094,0.5223562986,0.5201759361
62.200000,0.9958346327,0.5223004777,0.5201249044
62.250000,0.9958433314,0.5222447961,0.5200739975
62.300000,0.9958520054,0.5221892536,0.5200232153
62.350000,0.9958606548,0.5221338497,0.5199725575
62.400000,0.9958692798,0.5220785842,0.5199220236
62.450000,0.9958778804,0.5220234567,0.5198716136
62.500000,0.9958864567,0.5219684668,0.5198213269
62.550000,0.9958950088,0.5219136142,0.5197711634
62.600000,0.9959035368,0.5218588986,0.5197211228
62.650000,0.9959120408,0.5218043196,0.5196712048
62.700000,0.9959205208,0.5217498769,0.5196214091
62.750000,0.9959289769,0.5216955701,0.5195717354
62.800000,0.9959374093,0.5216413990,0.5195221835
62.850000,0.9959458180,0.5215873630,0.5194727529
62.900000,0.9959542031,0.5215334620,0.5194234436
62.950000,0.9959625647,0.5214796956,0.5193742551
63.000000,0.9959709028,0.5214260634,0.5193251871
63.050000,0.9959792176,0.5213725652,0.5192762395
63.100000,0.9959875091,0.5213192005,0.5192274119
63.150000,0.9959957774,0.5212659691,0.5191787041
63.200000,0.9960040226,0.5212128705,0.5191301157
63.250000,0.9960122447,0.5211599046,0.5190816464
63.300000,0.9960204439,0.5211070709,0.5190332961
63.350000,0.9960286203,0.5210543691,0.5189850644
63.400000,0.9960367739,0.5210017990,0.5189369510
63.450000,0.9960449047,0.5209493600,0.5188889557
63.500000,0.9960530129,0.5208970520,0.5188410781
63.550000,0.9960610986,0.5208448747,0.5187933181
63.600000,0.9960691619,0.5207928276,0.5187456752
63.650000,0.9960772027,0.5207409104,0.5186981494
63.700000,0.9960852212,0.5206891229,0.5186507402
63.750000,0.9960932175,0.5206374647,0.5186034474
63.800000,0.9961011916,0.5205859355,0.5185562707
63.850000,0.9961091437,0.5205345349,0.5185092098
63.900000,0.9961170738,0.5204832627,0.5184622646
63.950000,0.9961249819,0.5204321185,0.5184154346
64.000000,0.9961328682,0.5203811020,0.5183687197
64.050000,0.9961407327,0.5203302129,0.5183221195
64.100000,0.9961485755,0.5202794508,0.5182756338
64.150000,0.9961563967,0.5202288155,0.5182292623
64.200000,0.9961641964,0.5201783066,0.5181830048
64.250000,0.9961719746,0.5201279239,0.5181368610
64.300000,0.9961797314,0.5200776669,0.5180908305
64.350000,0.9961874669,0.5200275354,0.5180449132
64.400000,0.9961951811,0.5199775291,0.5179991088
64.450000,0.9962028742,0.5199276477,0.5179534170
64.500000,0.9962105462,0.5198778908,0.5179078375
64.550000,0.9962181971,0.5198282581,0.5178623701
64.600000,0.9962258271,0.5197787494,0.5178170145
64.650000,0.9962334362,0.5197293643,0.5177717705
64.700000,0.9962410245,0.5196801025,0.5177266377
64.750000,0.9962485921,0.5196309637,0.5176816159
64.800000,0.9962561390,0.5195819475,0.5176367049
64.850000,0.9962636653,0.5195330538,0.5175919044
64.900000,0.9962711711,0.5194842822,0.5175472141
64.950000,0.9962786564,0.5194356323,0.5175026338
65.000000,0.9962861213,0.5193871039,0.5174581632
65.050000,0.9962935660,0.5193386967,0.5174138021
65.100000,0.9963009904,0.5192904103,0.5173695501
65.150000,0.9963083946,0.5192422445,0.5173254071
65.200000,0.9963157787,0.5191941990,0.5172813727
65.250000,0.9963231428,0.5191462734,0.5172374467
65.300000,0.9963304869,0.5190984675,0.5171936289
65.350000,0.9963378111,0.5190507810,0.5171499190
65.400000,0.9963451155,0.5190032135,0.5171063167
65.450000,0.9963524001,0.5189557648,0.5170628219
65.500000,0.9963596651,0.5189084346,0.5170194341
65.550000,0.9963669104,0.5188612226,0.5169761532
65.600000,0.9963741361,0.5188141284,0.5169329790
65.650000,0.9963813424,0.5187671518,0.5168899111
65.700000,0.9963885292,0.5187202925,0.5168469494
65.750000,0.9963956967,0.5186735503,0.5168040935
65.800000,0.9964028449,0.5186269247,0.5167613432
65.850000,0.9964099738,0.5185804155,0.5167186983
65.900000,0.9964170836,0.5185340225,0.5166761585
65.950000,0.9964241743,0.5184877453,0.5166337235
66.000000,0.9964312459,0.5184415837,0.5165913932
66.050000,0.9964382986,0.5183955373,0.5165491672
66.100000,0.9964453323,0.5183496059,0.5165070453
66.150000,0.9964523473,0.5183037892,0.5164650273
66.200000,0.9964593434,0.5182580869,0.5164231130
66.250000,0.9964663208,0.5182124987,0.5163813020
66.300000,0.9964732796,0.5181670243,0.5163395941
66.350000,0.9964802198,0.5181216635,0.5162979891
66.400000,0.9964871415,0.5180764159,0.5162564867
66.450000,0.9964940447,0.5180312813,0.5162150868
66.500000,0.9965009295,0.5179862594,0.5161737889
66.550000,0.9965077960,0.5179413499,0.5161325930
66.600000,0.9965146442,0.5178965525,0.5160914988
66.650000,0.9965214741,0.5178518670,0.5160505059
66.700000,0.9965282859,0.5178072931,0.5160096142
66.750000,0.9965350797,0.5177628305,0.5159688235
66.800000,0.9965418553,0.5177184789,0.5159281335
66.850000,0.9965486131,0.5176742380,0.5158875439
66.900000,0.9965553529,0.5176301076,0.5158470545
66.950000,0.9965620748,0.5175860874,0.5158066651
67.000000,0.9965687790,0.5175421771,0.5157663754
67.050000,0.9965754654,0.5174983764,0.5157261853
67.100000,0.9965821341,0.5174546851,0.5156860944
67.150000,0.9965887853,0.5174111029,0.5156461025
67.200000,0.9965954188,0.5173676295,0.5156062094
67.250000,0.9966020349,0.5173242646,0.5155664148
67.300000,0.9966086336,0.5172810081,0.5155267186
67.350000,0.9966152148,0.5172378595,0.5154871205
67.400000,0.9966217787,0.5171948187,0.5154476201
67.450000,0.9966283254,0.5171518853,0.5154082174
67.500000,0.9966348549,0.5171090592,0.5153689121
67.550000,0.9966413672,0.5170663399,0.5153297039
67.600000,0.9966478624,0.5170237274,0.5152905927
67.650000,0.9966543405,0.5169812212,0.5152515781
67.700000,0.9966608017,0.5169388212,0.5152126599
67.750000,0.9966672460,0.5168965270,0.5151738380
67.800000,0.9966736734,0.5168543384,0.5151351121
67.850000,0.9966800839,0.5168122552,0.5150964819
67.900000,0.9966864777,0.5167702771,0.5150579473
67.950000,0.9966928549,0.5167284038,0.5150195079
68.000000,0.9966992153,0.5166866350,0.5149811637
68.050000,0.9967055592,0.5166449705,0.5149429142
68.100000,0.9967118865,0.5166034100,0.5149047594
68.150000,0.9967181974,0.5165619534,0.5148666990
68.200000,0.9967244918,0.5165206002,0.5148287327
68.250000,0.9967307698,0.5164793503,0.5147908604
68.300000,0.9967370315,0.5164382034,0.5147530818
68.350000,0.9967432770,0.5163971592,0.5147153967
68.400000,0.9967495062,0.5163562175,0.5146778048
68.450000,0.9967557193,0.5163153780,0.5146403060
68.500000,0.9967619162,0.5162746405,0.5146029000
68.550000,0.9967680971,0.5162340047,0.5145655866
68.600000,0.9967742620,0.5161934704,0.5145283655
68.650000,0.9967804110,0.5161530373,0.5144912366
68.700000,0.9967865440,0.5161127051,0.5144541997
68.750000,0.9967926612,0.5160724737,0.5144172544
68.800000,0.9967987626,0.5160323427,0.5143804006
68.850000,0.9968048483,0.5159923119,0.5143436381
68.900000,0.9968109182,0.5159523810,0.5143069667
68.950000,0.9968169726,0.5159125499,0.5142703861
69.000000,0.9968230113,0.5158728182,0.5142338961
69.050000,0.9968290345,0.5158331857,0.5141974965
69.100000,0.9968350422,0.5157936522,0.5141611870
69.150000,0.9968410344,0.5157542174,0.5141249675
69.200000,0.9968470113,0.5157148810,0.5140888378
69.250000,0.9968529728,0.5156756429,0.5140527976
69.300000,0.9968589191,0.5156365027,0.5140168467
69.350000,0.9968648501,0.5155974603,0.5139809849
69.400000,0.9968707659,0.5155585153,0.5139452120
69.450000,0.9968766665,0.5155196676,0.5139095278
69.500000,0.9968825521,0.5154809169,0.5138739320
69.550000,0.9968884226,0.5154422630,0.5138384245
69.600000,0.9968942781,0.5154037055,0.5138030050
69.650000,0.9969001187,0.5153652443,0.5137676733
69.700000,0.9969059444,0.5153268792,0.5137324292
69.750000,0.9969117552,0.5152886099,0.5136972725
69.800000,0.9969175512,0.5152504361,0.5136622030
69.850000,0.9969233325,0.5152123576,0.5136272205
69.900000,0.9969290991,0.5151743742,0.5135923247
69.950000,0.9969348509,0.5151364857,0.5135575156
70.000000,0.9969405882,0.5150986917,0.5135227927
70.050000,0.9969463109,0.5150609921,0.5134881560
70.100000,0.9969520191,0.5150233867,0.5134536052
70.150000,0.9969577128,0.5149858751,0.5134191402
70.200000,0.9969633921,0.5149484572,0.5133847607
70.250000,0.9969690570,0.5149111328,0.5133504665
70.300000,0.9969747076,0.5148739015,0.5133162574
70.350000,0.9969803439,0.5148367632,0.5132821332
70.400000,0.9969859659,0.5147997176,0.5132480937
70.450000,0.9969915738,0.5147627645,0.5132141387
70.500000,0.9969971674,0.5147259037,0.5131802680
70.550000,0.9970027470,0.5146891349,0.5131464814
70.600000,0.9970083125,0.5146524579,0.5131127786
70.650000,0.9970138640,0.5146158725,0.5130791596
70.700000,0.9970194015,0.5145793785,0.5130456240
70.750000,0.9970249251,0.5145429756,0.5130121717
70.800000,0.9970304348,0.5145066635,0.5129788025
70.850000,0.9970359306,0.5144704422,0.5129455161
70.900000,0.9970414127,0.5144343113,0.5129123124
70.950000,0.9970468810,0.5143982705,0.5128791912
71.000000,0.9970523356,0.5143623198,0.5128461523
71.050000,0.9970577765,0.5143264589,0.5128131955
71.100000,0.9970632038,0.5142906875,0.5127803205
71.150000,0.9970686175,0.5142550054,0.5127475273
71.200000,0.9970740177,0.5142194124,0.5127148155
71.250000,0.9970794044,0.5141839082,0.5126821850
71.300000,0.9970847776,0.5141484927,0.5126496356
71.350000,0.9970901375,0.5141131657,0.5126171670
71.400000,0.9970954839,0.5140779268,0.5125847792
71.450000,0.9971008170,0.5140427760,0.5125524719
71.500000,0.9971061369,0.5140077129,0.5125202449
71.550000,0.9971114435,0.5139727373,0.5124880980
71.600000,0.9971167369,0.5139378491,0.5124560311
71.650000,0.9971220171,0.5139030480,0.5124240438
71.700000,0.9971272842,0.5138683338,0.5123921361
71.750000,0.9971325383,0.5138337063,0.5123603078
71.800000,0.9971377793,0.5137991652,0.5123285586
71.850000,0.9971430073,0.5137647104,0.5122968884
71.900000,0.9971482224,0.5137303416,0.5122652969
71.950000,0.9971534245,0.5136960586,0.5122337840
72.000000,0.9971586138,0.5136618612,0.5122023495
72.050000,0.9971637902,0.5136277492,0.5121709932
72.100000,0.9971689538,0.5135937224,0.5121397149
72.150000,0.9971741047,0.5135597805,0.5121085144
72.200000,0.9971792429,0.5135259234,0.5120773915
72.250000,0.9971843684,0.5134921509,0.5120463461
72.300000,0.9971894813,0.5134584626,0.5120153780
72.350000,0.9971945816,0.5134248585,0.5119844869
72.400000,0.9971996693,0.5133913382,0.5119536727
72.450000,0.9972047445,0.5133579017,0.5119229352
72.500000,0.9972098072,0.5133245487,0.5118922742
72.550000,0.9972148575,0.5132912789,0.5118616895
72.600000,0.9972198953,0.5132580922,0.5118311810
72.650000,0.9972249209,0.5132249884,0.5118007484
72.700000,0.9972299341,0.5131919672,0.5117703916
72.750000,0.9972349350,0.5131590285,0.5117401104
72.800000,0.9972399236,0.5131261720,0.5117099046
72.850000,0.9972449001,0.5130933975,0.5116797740
72.900000,0.9972498644,0.5130607049,0.5116497184
72.950000,0.9972548165,0.5130280939,0.5116197377
73.000000,0.9972597565,0.5129955644,0.5115898316
73.050000,0.9972646845,0.5129631161,0.5115600001
73.100000,0.9972696005,0.5129307487,0.5115302429
73.150000,0.9972745045,0.5128984622,0.5115005598
73.200000,0.9972793965,0.5128662564,0.5114709506
73.250000,0.9972842766,0.5128341309,0.5114414152
73.300000,0.9972891448,0.5128020856,0.5114119535
73.350000,0.9972940012,0.5127701204,0.5113825651
73.400000,0.9972988458,0.5127382350,0.5113532500
73.450000,0.9973036787,0.5127064292,0.5113240079
73.500000,0.9973084998,0.5126747028,0.5112948387
73.550000,0.9973133092,0.5126430556,0.5112657422
73.600000,0.9973181069,0.5126114874,0.5112367182
73.650000,0.9973228930,0.5125799981,0.5112077666
73.700000,0.9973276676,0.5125485874,0.5111788871
73.750000,0.9973324305,0.5125172551,0.5111500797
73.800000,0.9973371820,0.5124860010,0.5111213441
73.850000,0.9973419220,0.5124548250,0.5110926801
73.900000,0.9973466505,0.5124237268,0.5110640876
73.950000,0.9973513677,0.5123927063,0.5110355664
74.000000,0.9973560734,0.5123617632,0.5110071163
74.050000,0.9973607678,0.5123308974,0.5109787372
74.100000,0.9973654509,0.5123001087,0.5109504289
74.150000,0.9973701227,0.5122693968,0.5109221912
74.200000,0.9973747833,0.5122387616,0.5108940239
74.250000,0.9973794327,0.5122082029,0.5108659269
74.300000,0.9973840709,0.5121777206,0.5108379000
74.350000,0.9973886980,0.5121473143,0.5108099430
74.400000,0.9973933139,0.5121169839,0.5107820557
74.450000,0.9973979188,0.5120867293,0.5107542381
74.500000,0.9974025127,0.5120565502,0.5107264898
74.550000,0.9974070955,0.5120264465,0.5106988108
74.600000,0.9974116674,0.5119964179,0.5106712009
74.650000,0.9974162284,0.5119664643,0.5106436599
74.700000,0.9974207784,0.5119365855,0.5106161877
74.750000,0.9974253176,0.5119067813,0.5105887840
74.800000,0.9974298460,0.5118770516,0.5105614487
74.850000,0.9974343635,0.5118473960,0.5105341817
74.900000,0.9974388702,0.5118178145,0.5105069827
74.950000,0.9974433663,0.5117883069,0.5104798516
75.000000,0.9974478516,0.5117588729,0.5104527883
75.050000,0.9974523262,0.5117295125,0.5104257926
75.100000,0.9974567902,0.5117002253,0.5103988643
75.150000,0.9974612436,0.5116710113,0.5103720032
75.200000,0.9974656864,0.5116418702,0.5103452092
75.250000,0.9974701187,0.5116128019,0.5103184822
75.300000,0.9974745404,0.5115838061,0.5102918219
75.350000,0.9974789516,0.5115548828,0.5102652282
75.400000,0.9974833524,0.5115260316,0.5102387009
75.450000,0.9974877428,0.5114972526,0.5102122399
75.500000,0.9974921228,0.5114685453,0.5101858450
75.550000,0.9974964924,0.5114399098,0.5101595161
75.600000,0.9975008517,0.5114113457,0.5101332529
75.650000,0.9975052007,0.5113828530,0.5101070554
75.700000,0.9975095395,0.5113544314,0.5100809234
75.750000,0.9975138679,0.5113260808,0.5100548566
75.800000,0.9975181862,0.5112978009,0.5100288550
75.850000,0.9975224943,0.5112695917,0.5100029184
75.900000,0.9975267923,0.5112414529,0.5099770466
75.950000,0.9975310802,0.5112133844,0.5099512395
76.000000,0.9975353579,0.5111853859,0.5099254969
76.050000,0.9975396256,0.5111574574,0.5098998187
76.100000,0.9975438833,0.5111295986,0.5098742046
76.150000,0.9975481310,0.5111018093,0.5098486547
76.200000,0.9975523687,0.5110740895,0.5098231685
76.250000,0.9975565965,0.5110464388,0.5097977462
76.300000,0.9975608144,0.5110188572,0.5097723874
76.350000,0.9975650224,0.5109913445,0.5097470920
76.400000,0.9975692205,0.5109639004,0.5097218599
76.450000,0.9975734088,0.5109365249,0.5096966909
76.500000,0.9975775874,0.5109092178,0.5096715848
76.550000,0.9975817561,0.5108819788,0.5096465416
76.600000,0.9975859152,0.5108548078,0.5096215610
76.650000,0.9975900645,0.5108277047,0.5095966429
76.700000,0.9975942042,0.5108006692,0.5095717871
76.750000,0.9975983342,0.5107737013,0.5095469935
76.800000,0.9976024546,0.5107468007,0.5095222620
76.850000,0.9976065654,0.5107199672,0.5094975924
76.900000,0.9976106666,0.5106932008,0.5094729845
76.950000,0.9976147583,0.5106665012,0.5094484381
77.000000,0.9976188405,0.5106398682,0.5094239532
77.050000,0.9976229132,0.5106133018,0.5093995296
77.100000,0.9976269765,0.5105868017,0.5093751672
77.150000,0.9976310303,0.5105603677,0.5093508657
77.200000,0.9976350748,0.5105339998,0.5093266250
77.250000,0.9976391099,0.5105076977,0.5093024451
77.300000,0.9976431356,0.5104814612,0.5092783256
77.350000,0.9976471520,0.5104552903,0.5092542666
77.400000,0.9976511592,0.5104291847,0.5092302678
77.450000,0.9976551570,0.5104031443,0.5092063291
77.500000,0.9976591457,0.5103771689,0.5091824503
77.550000,0.9976631251,0.5103512584,0.5091586314
77.600000,0.9976670954,0.5103254126,0.5091348721
77.650000,0.9976710565,0.5102996313,0.5091111723
77.700000,0.9976750085,0.5102739144,0.5090875319
77.750000,0.9976789514,0.5102482617,0.5090639506
77.800000,0.9976828852,0.5102226730,0.5090404285
77.850000,0.9976868100,0.5101971483,0.5090169653
77.900000,0.9976907257,0.5101716872,0.5089935609
77.950000,0.9976946325,0.5101462898,0.5089702151
78.000000,0.9976985303,0.5101209557,0.5089469278
78.050000,0.9977024191,0.5100956849,0.5089236988
78.100000,0.9977062990,0.5100704772,0.5089005281
78.150000,0.9977101701,0.5100453325,0.5088774154
78.200000,0.9977140322,0.5100202505,0.5088543607
78.250000,0.9977178856,0.5099952312,0.5088313637
78.300000,0.9977217301,0.5099702743,0.5088084244
78.350000,0.9977255659,0.5099453798,0.5087855426
78.400000,0.9977293928,0.5099205474,0.5087627181
78.450000,0.9977332111,0.5098957770,0.5087399509
78.500000,0.9977370206,0.5098710684,0.5087172407
78.550000,0.9977408214,0.5098464216,0.5086945875
78.600000,0.9977446136,0.5098218363,0.5086719911
78.650000,0.9977483972,0.5097973124,0.5086494513
78.700000,0.9977521721,0.5097728497,0.5086269680
78.750000,0.9977559384,0.5097484481,0.5086045412
78.800000,0.9977596962,0.5097241074,0.5085821705
78.850000,0.9977634455,0.5096998275,0.5085598560
78.900000,0.9977671862,0.5096756082,0.5085375975
78.950000,0.9977709184,0.5096514494,0.5085153947
79.000000,0.9977746422,0.5096273509,0.5084932477
79.050000,0.9977783576,0.5096033126,0.5084711562
79.100000,0.9977820645,0.5095793343,0.5084491202
79.150000,0.9977857630,0.5095554158,0.5084271394
79.200000,0.9977894532,0.5095315571,0.5084052138
79.250000,0.9977931350,0.5095077580,0.5083833432
79.300000,0.9977968085,0.5094840183,0.5083615274
79.350000,0.9978004737,0.5094603379,0.5083397665
79.400000,0.9978041306,0.5094367166,0.5083180601
79.450000,0.9978077793,0.5094131542,0.5082964082
